Well_ID,Date,Temperature (°C),Soil Type,Rainfall (mm),Humidity (%),Evaporation Rate (mm/day),Water Table Depth (m),Land Use Type,Groundwater Extraction Rate (L/day),Area Name,Salinity (mg/L)
93006,2017-01-02,26.9,Clay,160.2,89.7,9.33,9.56,Agriculture,47339.0,East Godavari,529.38
74830,2017-01-04,38.6,Peaty,183.9,46.0,12.92,18.47,Industrial,39045.0,Nellore,1226.84
93881,2017-01-04,44.5,Sandy,45.4,63.6,12.45,5.24,Residential,41251.0,Kurnool,1076.72
49868,2017-01-05,40.4,Silty,193.9,95.4,11.48,8.58,Forest,39859.0,Anantapur,694.97
76528,2017-01-05,32.1,Sandy,184.7,70.7,3.65,14.99,Residential,24555.0,West Godavari,1183.07
40228,2017-01-07,37.0,Sandy,210.9,78.5,6.66,21.49,Residential,17993.0,Chittoor,674.55
30865,2017-01-07,27.0,Peaty,173.2,97.7,4.22,22.03,Agriculture,36432.0,Guntur,599.78
73796,2017-01-08,44.5,Silty,63.4,46.8,3.55,7.93,Forest,29431.0,Chittoor,786.96
59558,2017-01-08,32.7,Sandy,224.4,56.6,10.57,11.76,Forest,45822.0,Chittoor,1107.21
37614,2017-01-09,29.0,Sandy,49.6,55.1,12.39,24.87,Industrial,41514.0,Nellore,1277.54
32882,2017-01-09,43.4,Peaty,125.0,61.1,13.48,24.22,Residential,5999.0,West Godavari,362.93
53597,2017-01-09,40.6,Peaty,137.7,37.9,12.18,11.23,Residential,45949.0,Krishna,815.79
67165,2017-01-09,37.2,Sandy,24.9,99.9,14.53,4.64,Agriculture,12573.0,Krishna,955.56
96510,2017-01-10,41.9,Peaty,36.9,63.3,2.73,8.35,Residential,13974.0,Anantapur,616.04
26869,2017-01-10,36.9,Clay,66.4,80.8,13.81,20.65,Residential,30775.0,Chittoor,1044.7
59677,2017-01-11,24.7,Silty,166.2,25.3,6.18,6.96,Industrial,13588.0,Anantapur,277.41
42062,2017-01-11,40.8,Clay,147.6,84.3,8.81,15.43,Agriculture,12392.0,West Godavari,1198.1
36424,2017-01-11,24.9,Silty,244.3,49.9,11.58,13.99,Agriculture,19116.0,Anantapur,1316.28
81370,2017-01-11,34.8,Silty,129.8,36.0,7.82,15.61,Forest,49411.0,Visakhapatnam,1100.32
85714,2017-01-13,22.3,Sandy,126.9,73.7,2.6,12.69,Forest,48678.0,Krishna,594.65
69474,2017-01-13,32.8,Loamy,296.9,51.7,8.29,26.55,Forest,49135.0,Guntur,1372.72
52358,2017-01-14,20.6,Clay,53.7,93.4,7.52,17.42,Industrial,35944.0,Krishna,1419.82
14196,2017-01-14,27.1,Clay,286.9,57.3,11.5,12.04,Residential,22703.0,Kurnool,1288.55
98747,2017-01-15,32.6,Peaty,79.5,68.7,2.83,22.42,Residential,25845.0,Kurnool,452.22
41756,2017-01-15,36.1,Silty,90.3,51.3,5.23,9.37,Agriculture,11229.0,Krishna,949.22
17572,2017-01-16,27.4,Clay,99.4,40.3,9.89,21.17,Agriculture,19233.0,East Godavari,596.05
12542,2017-01-16,28.4,Peaty,2.3,62.6,6.76,9.24,Agriculture,34722.0,Chittoor,453.88
32006,2017-01-17,40.9,Loamy,68.3,73.0,7.28,6.44,Forest,10776.0,East Godavari,1215.86
60664,2017-01-17,44.2,Loamy,289.4,22.7,12.2,14.78,Residential,21932.0,Visakhapatnam,624.4
95740,2017-01-19,28.8,Loamy,21.5,23.3,13.14,14.4,Residential,34415.0,Kadapa,1168.08
97089,2017-01-19,43.3,Sandy,147.2,98.9,8.43,25.12,Agriculture,48241.0,Nellore,1424.77
21965,2017-01-20,36.1,Loamy,222.8,82.7,4.22,9.3,Industrial,5164.0,West Godavari,1002.65
53750,2017-01-20,31.8,Clay,231.9,93.0,14.31,21.9,Industrial,16802.0,Visakhapatnam,978.22
55357,2017-01-20,27.0,Silty,98.9,56.8,13.38,12.45,Residential,30762.0,East Godavari,1269.93
92884,2017-01-21,33.4,Loamy,207.6,23.4,6.9,15.49,Industrial,20312.0,Nellore,455.48
12643,2017-01-22,40.1,Peaty,149.8,77.5,7.27,3.23,Forest,32157.0,Krishna,614.47
82531,2017-01-23,25.8,Clay,224.2,93.3,3.22,23.41,Industrial,24094.0,Kadapa,274.9
36027,2017-01-23,26.5,Silty,140.6,22.2,12.21,8.71,Agriculture,47809.0,Chittoor,911.13
86561,2017-01-23,24.2,Loamy,276.7,82.5,5.42,25.03,Forest,25770.0,Kadapa,908.91
54382,2017-01-23,44.9,Clay,292.0,49.4,9.63,29.03,Industrial,6556.0,Guntur,158.75
55363,2017-01-24,22.5,Silty,297.0,88.6,2.31,6.02,Agriculture,27580.0,Nellore,358.67
41735,2017-01-24,27.2,Silty,155.2,61.3,14.95,27.17,Industrial,41596.0,West Godavari,786.08
83721,2017-01-25,31.5,Peaty,259.7,24.9,9.87,9.41,Industrial,37838.0,Krishna,315.32
33315,2017-01-25,28.3,Clay,122.4,28.8,5.8,9.72,Industrial,42641.0,Anantapur,869.9
63496,2017-01-26,25.2,Loamy,223.0,53.9,6.24,20.86,Forest,4031.0,Srikakulam,349.93
33156,2017-01-27,30.9,Silty,85.0,58.2,12.72,22.99,Residential,20729.0,Kurnool,968.55
69642,2017-01-27,26.1,Sandy,289.8,94.6,10.32,13.26,Residential,27775.0,Chittoor,692.41
51489,2017-01-27,37.1,Sandy,270.4,39.6,8.09,19.06,Industrial,22101.0,West Godavari,641.17
30025,2017-01-27,35.1,Loamy,268.5,35.2,9.66,8.56,Agriculture,41516.0,West Godavari,638.76
19889,2017-01-28,30.9,Sandy,112.7,97.8,9.0,3.22,Residential,1966.0,Kadapa,173.9
97629,2017-01-28,41.0,Silty,272.3,82.5,12.41,11.07,Industrial,13715.0,Chittoor,296.94
92014,2017-01-28,44.0,Sandy,257.0,75.8,8.03,18.55,Agriculture,10775.0,East Godavari,930.21
97736,2017-01-28,42.6,Sandy,216.5,86.2,10.81,14.62,Forest,21540.0,West Godavari,1004.67
17858,2017-01-28,40.5,Loamy,55.9,83.6,2.61,8.31,Agriculture,28993.0,Kurnool,408.14
15089,2017-01-29,26.7,Clay,19.3,62.2,7.23,2.86,Industrial,7717.0,Srikakulam,1149.78
10300,2017-01-29,32.0,Silty,173.9,64.8,10.38,12.05,Forest,38747.0,Krishna,1282.03
69762,2017-01-30,22.7,Sandy,142.5,20.5,7.37,10.62,Industrial,30941.0,Visakhapatnam,1103.79
87059,2017-01-30,36.1,Peaty,160.1,58.8,5.09,8.28,Forest,48663.0,Krishna,1026.24
58165,2017-01-31,21.8,Clay,104.1,71.3,7.5,18.67,Agriculture,29871.0,Kurnool,1060.3
33800,2017-02-01,31.8,Peaty,55.1,32.5,9.71,7.79,Agriculture,47720.0,Kurnool,535.71
46074,2017-02-01,30.3,Peaty,148.3,72.4,10.58,26.19,Forest,47618.0,Chittoor,309.04
32582,2017-02-01,38.2,Peaty,69.9,57.1,13.2,25.89,Industrial,3031.0,Chittoor,1389.66
77760,2017-02-01,24.3,Silty,26.5,97.0,13.35,19.11,Agriculture,15969.0,Kadapa,407.78
35136,2017-02-01,26.1,Clay,293.0,27.2,11.67,14.43,Agriculture,1677.0,Nellore,617.52
19562,2017-02-02,20.4,Sandy,138.1,70.3,13.5,12.81,Residential,40473.0,Anantapur,1467.48
82552,2017-02-02,37.3,Loamy,255.6,53.6,12.65,27.65,Forest,48547.0,Kadapa,511.4
29390,2017-02-04,25.2,Silty,114.9,79.8,11.39,14.37,Agriculture,44556.0,West Godavari,253.46
66457,2017-02-05,37.0,Clay,25.3,29.9,12.5,10.73,Industrial,28087.0,Anantapur,859.36
96047,2017-02-06,29.3,Peaty,25.9,28.1,5.4,13.29,Forest,19721.0,Chittoor,1360.12
10716,2017-02-06,24.1,Sandy,229.1,90.0,5.53,25.85,Residential,28146.0,East Godavari,905.16
93150,2017-02-07,40.1,Loamy,265.2,48.3,5.82,28.29,Agriculture,23400.0,Guntur,278.9
78269,2017-02-07,25.3,Loamy,57.3,57.5,11.57,2.39,Residential,36508.0,East Godavari,1104.56
86963,2017-02-08,39.0,Peaty,76.0,63.4,4.86,20.87,Agriculture,47948.0,Srikakulam,950.38
21567,2017-02-08,44.5,Clay,273.0,42.9,7.37,23.49,Industrial,39074.0,Kurnool,964.5
62796,2017-02-08,29.2,Silty,261.1,25.3,2.72,10.79,Agriculture,16641.0,Nellore,423.18
95736,2017-02-08,20.7,Silty,172.8,69.4,4.92,20.15,Industrial,46397.0,Anantapur,910.31
11054,2017-02-08,26.1,Clay,31.0,70.3,3.14,16.21,Agriculture,28059.0,Nellore,299.29
35011,2017-02-09,37.2,Loamy,88.3,47.9,6.68,26.2,Industrial,28147.0,Anantapur,1412.65
23828,2017-02-09,20.2,Sandy,186.6,66.4,12.63,17.68,Agriculture,37625.0,East Godavari,525.89
17732,2017-02-09,24.2,Sandy,253.4,25.7,2.67,7.92,Forest,11948.0,Visakhapatnam,1115.87
40602,2017-02-09,22.0,Clay,114.5,26.5,2.66,16.31,Industrial,8318.0,Srikakulam,922.72
60017,2017-02-10,24.2,Loamy,252.6,98.7,2.5,24.64,Residential,30222.0,Anantapur,876.97
19035,2017-02-10,39.9,Silty,179.9,47.3,6.18,8.11,Industrial,31518.0,Srikakulam,874.12
64727,2017-02-10,21.5,Peaty,266.2,58.8,2.93,15.43,Forest,45206.0,Guntur,597.73
70186,2017-02-10,29.7,Clay,295.7,76.0,11.61,9.32,Residential,49915.0,Guntur,1067.12
55012,2017-02-11,31.5,Sandy,250.0,33.8,8.53,18.98,Industrial,44897.0,Visakhapatnam,653.96
36478,2017-02-12,40.6,Silty,13.8,35.8,12.44,11.13,Agriculture,24362.0,Kurnool,884.13
13727,2017-02-12,36.1,Loamy,106.2,31.0,2.52,15.73,Agriculture,38243.0,Kurnool,1412.74
99176,2017-02-12,28.3,Silty,145.5,91.5,4.29,18.31,Industrial,10554.0,West Godavari,559.75
99062,2017-02-13,40.4,Sandy,6.5,75.5,8.34,21.34,Residential,7851.0,West Godavari,561.74
58663,2017-02-14,23.1,Sandy,59.9,90.7,13.89,24.16,Forest,16537.0,Kadapa,995.29
88356,2017-02-14,33.9,Clay,226.4,81.2,7.6,17.24,Agriculture,26710.0,West Godavari,149.06
95602,2017-02-14,37.3,Loamy,9.8,81.2,4.03,9.84,Industrial,13593.0,Guntur,1152.62
78144,2017-02-14,31.1,Peaty,81.7,80.0,7.67,15.09,Agriculture,36352.0,Guntur,393.39
37043,2017-02-15,29.1,Peaty,267.0,42.6,8.83,13.94,Forest,43944.0,Visakhapatnam,1477.85
70698,2017-02-16,26.2,Silty,217.1,30.3,4.03,24.11,Agriculture,11763.0,Srikakulam,895.23
42965,2017-02-16,25.9,Silty,117.4,51.8,4.79,16.9,Agriculture,31852.0,Srikakulam,102.2
55259,2017-02-16,37.6,Sandy,225.0,20.1,12.36,18.96,Residential,8103.0,Guntur,1015.21
96317,2017-02-16,29.6,Loamy,50.8,98.1,12.46,11.59,Agriculture,27165.0,East Godavari,1373.07
83618,2017-02-16,44.7,Clay,210.7,60.4,12.89,12.4,Industrial,6605.0,East Godavari,963.22
30763,2017-02-16,38.9,Peaty,112.3,45.9,13.93,23.35,Residential,38824.0,Krishna,439.04
42485,2017-02-17,42.7,Clay,194.1,95.9,7.68,12.69,Agriculture,25465.0,West Godavari,1158.28
41396,2017-02-17,27.7,Sandy,188.8,97.3,7.89,17.79,Industrial,31009.0,Anantapur,671.58
72515,2017-02-17,40.2,Clay,145.5,20.4,9.64,17.77,Agriculture,42720.0,West Godavari,1039.89
15705,2017-02-17,37.4,Peaty,1.9,39.2,3.08,23.35,Industrial,31369.0,Anantapur,596.63
82104,2017-02-18,23.3,Peaty,78.0,73.6,9.52,5.66,Agriculture,47572.0,East Godavari,820.38
46358,2017-02-18,32.3,Loamy,289.6,29.4,4.8,6.33,Agriculture,45475.0,Krishna,1100.65
27382,2017-02-18,43.4,Clay,161.4,91.1,10.12,3.04,Residential,25377.0,Anantapur,681.36
12937,2017-02-18,41.8,Silty,10.2,53.0,7.25,20.77,Forest,11699.0,Anantapur,1195.2
78238,2017-02-18,30.0,Clay,100.7,38.7,14.9,17.74,Forest,32084.0,Nellore,1047.56
84224,2017-02-18,34.2,Loamy,151.3,44.6,2.44,27.0,Agriculture,2068.0,Srikakulam,119.37
40379,2017-02-19,31.8,Silty,29.8,90.9,7.29,25.65,Agriculture,30291.0,Nellore,1361.43
15718,2017-02-19,41.1,Loamy,297.1,38.2,3.85,24.32,Forest,3529.0,West Godavari,192.27
96886,2017-02-19,43.8,Silty,10.7,86.8,4.48,19.15,Residential,26080.0,Kurnool,165.67
25697,2017-02-20,43.7,Sandy,267.0,62.8,12.71,14.05,Residential,39892.0,Guntur,1339.36
10087,2017-02-21,27.2,Silty,32.2,91.6,5.09,24.11,Residential,37770.0,East Godavari,378.75
47303,2017-02-21,41.2,Clay,40.8,65.1,5.17,12.29,Industrial,17973.0,Guntur,519.54
71155,2017-02-22,41.8,Peaty,179.4,54.6,4.7,19.13,Residential,10400.0,Kurnool,400.1
25750,2017-02-22,30.1,Peaty,124.0,59.0,11.85,24.79,Residential,20836.0,Kadapa,362.5
57103,2017-02-23,23.1,Peaty,148.2,89.4,8.98,29.04,Agriculture,47156.0,Srikakulam,556.2
96071,2017-02-23,30.7,Clay,4.8,97.5,5.94,2.24,Agriculture,1912.0,East Godavari,253.56
98837,2017-02-24,31.4,Sandy,234.9,48.1,13.47,28.09,Industrial,27005.0,Krishna,1177.79
54295,2017-02-25,29.3,Peaty,122.0,32.9,14.37,29.46,Residential,14185.0,Srikakulam,865.37
35908,2017-02-25,26.8,Sandy,219.4,77.6,9.27,28.43,Industrial,11122.0,East Godavari,693.12
86112,2017-02-25,43.7,Loamy,154.7,45.8,5.54,2.27,Agriculture,29938.0,Anantapur,1210.66
65849,2017-02-26,35.9,Clay,164.6,85.0,7.17,5.84,Residential,31778.0,Nellore,977.02
62952,2017-02-26,32.2,Loamy,77.7,78.1,11.45,4.9,Agriculture,49793.0,Visakhapatnam,596.52
68340,2017-02-26,44.2,Loamy,275.9,36.2,6.87,21.81,Residential,26840.0,Chittoor,1045.75
71688,2017-02-27,30.4,Clay,63.0,30.2,11.07,24.38,Industrial,34509.0,West Godavari,262.36
47774,2017-02-27,28.3,Sandy,13.3,90.8,2.19,20.44,Agriculture,46373.0,West Godavari,193.68
62933,2017-03-01,39.7,Peaty,214.3,54.3,14.47,5.17,Residential,8389.0,East Godavari,850.72
25083,2017-03-01,38.7,Peaty,220.4,84.6,13.95,23.82,Agriculture,35132.0,Anantapur,366.44
47576,2017-03-01,27.6,Sandy,298.3,73.8,13.73,16.86,Agriculture,10257.0,Anantapur,258.51
49475,2017-03-02,32.7,Peaty,79.2,91.3,12.17,12.45,Forest,46390.0,Anantapur,1482.87
67216,2017-03-02,20.5,Peaty,231.3,56.2,8.83,29.73,Residential,46447.0,Chittoor,311.97
83045,2017-03-02,22.4,Sandy,64.1,39.6,14.73,29.69,Forest,43573.0,West Godavari,501.08
98002,2017-03-02,35.4,Peaty,72.4,81.1,7.62,24.69,Residential,47910.0,Anantapur,1430.86
15447,2017-03-03,24.0,Clay,272.2,57.5,13.77,6.8,Agriculture,32913.0,Nellore,431.12
52575,2017-03-03,38.3,Sandy,264.1,42.4,14.23,2.16,Agriculture,28303.0,Visakhapatnam,1136.18
20536,2017-03-03,37.2,Loamy,12.0,75.4,4.45,21.39,Forest,39320.0,Nellore,486.41
82545,2017-03-04,20.5,Loamy,193.7,40.4,11.75,5.86,Industrial,19523.0,Chittoor,1223.66
37437,2017-03-04,37.3,Peaty,189.2,88.2,14.61,17.97,Residential,47131.0,West Godavari,509.18
20408,2017-03-04,38.1,Loamy,140.7,75.9,6.46,23.82,Agriculture,46060.0,Chittoor,826.22
25199,2017-03-06,41.0,Silty,22.8,22.6,11.92,18.07,Residential,7495.0,Guntur,1151.38
31756,2017-03-06,26.3,Loamy,33.5,31.5,11.07,24.3,Agriculture,48828.0,Srikakulam,853.39
30499,2017-03-06,27.3,Peaty,256.0,62.0,4.4,15.63,Industrial,15962.0,Kadapa,944.49
78214,2017-03-07,37.1,Silty,246.7,82.6,3.84,12.15,Forest,10412.0,Kadapa,974.35
38284,2017-03-07,27.7,Sandy,281.2,55.4,6.67,10.43,Forest,9165.0,Guntur,614.27
54855,2017-03-07,34.7,Peaty,236.3,63.9,11.85,16.28,Industrial,26354.0,East Godavari,1497.81
30632,2017-03-08,39.3,Clay,218.0,64.9,14.67,27.82,Forest,21579.0,Srikakulam,115.39
33420,2017-03-08,22.6,Clay,53.8,84.8,14.9,23.83,Industrial,4142.0,East Godavari,1433.52
41249,2017-03-08,36.9,Silty,88.4,74.9,2.52,9.7,Industrial,29822.0,Guntur,117.03
82911,2017-03-08,28.3,Loamy,166.2,25.9,6.21,4.02,Forest,24275.0,Kurnool,556.58
53057,2017-03-09,30.3,Clay,174.3,74.8,9.52,16.4,Industrial,17154.0,Kurnool,1061.77
67237,2017-03-10,30.4,Silty,182.6,59.6,9.73,21.4,Agriculture,48319.0,Visakhapatnam,1195.74
19023,2017-03-10,44.0,Sandy,120.7,36.0,3.6,4.19,Residential,5183.0,East Godavari,754.6
44715,2017-03-10,31.0,Clay,112.3,31.4,4.47,6.67,Forest,3562.0,East Godavari,1116.47
68457,2017-03-10,21.6,Silty,200.0,81.0,5.69,21.95,Forest,41088.0,Anantapur,719.71
29094,2017-03-11,33.4,Sandy,231.3,65.2,2.79,24.81,Agriculture,30609.0,Nellore,1291.19
79660,2017-03-12,41.8,Peaty,249.2,25.9,11.66,5.1,Residential,21052.0,Kadapa,966.06
43883,2017-03-12,21.1,Sandy,248.3,77.4,14.47,19.62,Agriculture,45159.0,West Godavari,1402.92
93187,2017-03-12,29.2,Sandy,85.6,86.4,10.46,6.24,Residential,48349.0,Anantapur,492.6
43153,2017-03-13,35.9,Silty,261.2,89.8,2.15,27.21,Industrial,29887.0,Krishna,937.57
87576,2017-03-14,35.0,Sandy,144.2,85.2,2.67,13.54,Forest,3744.0,Visakhapatnam,1220.11
56122,2017-03-14,43.8,Clay,24.9,95.5,13.75,17.63,Agriculture,37004.0,Krishna,151.58
71999,2017-03-15,29.5,Clay,29.9,32.4,9.75,11.81,Residential,27844.0,Nellore,789.51
34801,2017-03-15,37.0,Sandy,89.6,86.3,14.31,14.44,Forest,26818.0,Guntur,1438.91
22826,2017-03-15,37.7,Peaty,65.8,80.5,13.59,10.55,Industrial,37268.0,Krishna,1309.86
44737,2017-03-15,31.5,Loamy,190.0,39.7,7.82,4.88,Forest,49966.0,Guntur,243.27
16340,2017-03-16,25.7,Clay,62.7,74.3,9.39,13.45,Residential,20895.0,Anantapur,258.79
47277,2017-03-17,39.0,Clay,207.9,21.5,14.65,24.56,Agriculture,32639.0,Kadapa,1171.09
92621,2017-03-18,33.5,Peaty,286.0,76.7,3.94,19.82,Residential,17709.0,Krishna,1318.79
15968,2017-03-18,26.0,Loamy,79.9,72.6,14.37,14.96,Forest,49496.0,Kadapa,1474.89
97602,2017-03-19,44.5,Peaty,172.9,80.2,11.88,16.13,Residential,24427.0,Srikakulam,888.79
99365,2017-03-19,33.3,Loamy,163.5,48.8,5.96,20.2,Agriculture,48117.0,Visakhapatnam,1190.71
89516,2017-03-20,32.6,Sandy,280.3,41.6,3.83,2.15,Agriculture,25388.0,Srikakulam,1043.28
90679,2017-03-21,24.8,Peaty,122.6,84.3,9.86,19.42,Industrial,45829.0,Nellore,1158.4
50354,2017-03-23,29.8,Clay,10.9,88.5,13.97,7.68,Agriculture,5988.0,Visakhapatnam,212.99
36120,2017-03-24,25.3,Silty,255.3,32.6,5.56,8.28,Forest,18759.0,Srikakulam,1217.58
85650,2017-03-24,43.8,Sandy,221.0,99.9,3.43,15.14,Agriculture,15086.0,Srikakulam,758.47
65841,2017-03-24,29.6,Loamy,69.2,63.8,3.7,10.95,Industrial,10292.0,Chittoor,1444.56
88329,2017-03-24,35.8,Silty,283.6,64.3,9.97,2.39,Residential,29219.0,Anantapur,644.64
76415,2017-03-25,35.4,Loamy,75.4,78.3,6.61,29.04,Industrial,20032.0,Anantapur,1400.93
35459,2017-03-25,34.6,Clay,75.1,53.8,7.47,21.94,Agriculture,2233.0,Chittoor,1126.72
66826,2017-03-25,37.1,Loamy,243.3,63.0,6.43,2.61,Forest,47121.0,Kadapa,117.27
30278,2017-03-26,32.3,Loamy,150.8,73.2,6.48,29.76,Industrial,32325.0,Srikakulam,926.1
63895,2017-03-26,33.4,Loamy,63.6,50.5,13.35,16.4,Industrial,44888.0,Kadapa,1097.03
99619,2017-03-26,37.0,Loamy,101.5,97.7,14.56,25.95,Forest,15236.0,East Godavari,885.33
66620,2017-03-26,21.8,Loamy,197.6,34.7,11.31,11.82,Industrial,41174.0,Guntur,399.63
54571,2017-03-26,22.0,Sandy,5.3,45.2,7.3,16.3,Agriculture,33391.0,Krishna,700.51
96683,2017-03-27,37.4,Clay,105.4,26.1,13.49,18.09,Industrial,12451.0,Chittoor,1207.25
60899,2017-03-27,30.4,Silty,99.1,94.3,7.41,14.83,Industrial,27843.0,Visakhapatnam,1234.91
29078,2017-03-27,35.5,Clay,253.8,23.3,8.28,16.75,Industrial,33496.0,Guntur,191.53
48831,2017-03-27,24.7,Sandy,59.6,26.9,5.85,7.04,Residential,41836.0,Krishna,972.83
56282,2017-03-27,41.5,Silty,94.5,53.7,3.77,2.93,Residential,11461.0,Kadapa,1239.14
58758,2017-03-28,37.1,Silty,287.5,60.3,9.65,27.62,Forest,14821.0,Kurnool,691.65
89115,2017-03-28,20.6,Loamy,38.3,22.8,5.01,13.05,Industrial,3250.0,Kurnool,892.08
69926,2017-03-29,31.0,Loamy,6.9,81.8,13.24,2.43,Industrial,48806.0,Chittoor,639.91
59898,2017-03-30,23.1,Peaty,248.0,62.8,12.9,24.45,Agriculture,45618.0,Kadapa,1075.86
52652,2017-03-30,44.4,Clay,295.6,26.0,12.39,14.56,Agriculture,26430.0,East Godavari,396.8
43029,2017-03-30,20.4,Peaty,28.6,89.7,8.98,12.13,Forest,19893.0,West Godavari,936.34
40810,2017-03-30,22.8,Loamy,92.9,23.2,12.71,19.1,Agriculture,10843.0,West Godavari,774.51
75838,2017-03-30,39.2,Sandy,215.3,23.1,5.02,24.34,Forest,44451.0,Kadapa,999.72
71510,2017-03-30,21.4,Silty,28.3,42.2,12.13,17.86,Industrial,43650.0,Guntur,759.69
84477,2017-03-31,20.7,Loamy,268.4,44.0,12.65,4.86,Industrial,44755.0,Krishna,1163.9
27115,2017-03-31,25.9,Silty,49.1,33.6,13.12,10.3,Industrial,18415.0,Krishna,1408.65
96556,2017-03-31,40.7,Sandy,89.4,55.5,2.56,10.25,Forest,11666.0,Guntur,910.83
38473,2017-03-31,21.9,Clay,99.3,32.8,3.5,7.39,Agriculture,33756.0,Srikakulam,612.67
10250,2017-03-31,28.8,Silty,245.9,44.7,5.49,5.42,Industrial,46147.0,Nellore,785.85
26160,2017-04-01,24.0,Sandy,83.3,52.5,11.22,20.06,Forest,2944.0,Guntur,755.75
37721,2017-04-01,31.5,Loamy,280.7,94.3,10.27,15.16,Forest,48468.0,Visakhapatnam,758.09
50714,2017-04-01,27.4,Silty,13.5,94.6,4.01,20.41,Residential,38902.0,Nellore,909.29
37107,2017-04-01,25.2,Loamy,17.9,52.8,13.48,11.16,Residential,13461.0,Visakhapatnam,1429.86
50956,2017-04-01,33.5,Peaty,37.6,51.1,4.59,16.92,Forest,12624.0,Kurnool,251.24
70517,2017-04-01,44.7,Loamy,167.8,36.7,14.7,22.45,Agriculture,46351.0,East Godavari,126.11
50807,2017-04-01,28.2,Loamy,27.4,69.3,4.41,13.19,Forest,40301.0,Krishna,302.33
19274,2017-04-02,36.3,Clay,34.2,42.2,13.35,8.85,Forest,13402.0,Chittoor,646.12
14413,2017-04-02,28.3,Sandy,277.4,40.4,13.26,26.61,Industrial,26239.0,Kadapa,310.42
38926,2017-04-03,43.8,Silty,42.1,43.6,7.95,10.25,Agriculture,20825.0,Srikakulam,455.37
67390,2017-04-04,35.8,Peaty,294.4,69.5,3.93,10.21,Industrial,16063.0,Visakhapatnam,1012.42
25249,2017-04-04,37.2,Peaty,205.5,99.6,6.81,8.72,Agriculture,14041.0,Kadapa,484.35
10466,2017-04-04,31.5,Loamy,46.0,80.2,12.68,3.96,Residential,44098.0,East Godavari,252.46
92276,2017-04-04,32.1,Peaty,246.6,36.2,5.02,5.7,Forest,10443.0,Visakhapatnam,1105.69
47184,2017-04-04,29.1,Sandy,73.5,80.9,7.16,24.36,Forest,5662.0,Guntur,725.29
50991,2017-04-05,33.2,Loamy,105.3,84.1,12.44,20.25,Forest,30899.0,Visakhapatnam,724.85
54130,2017-04-05,30.5,Silty,89.9,28.0,6.64,9.12,Residential,37024.0,Anantapur,773.11
36773,2017-04-05,44.8,Peaty,242.7,42.9,14.42,8.76,Forest,24505.0,East Godavari,475.49
63378,2017-04-06,20.5,Clay,46.8,55.8,8.71,28.55,Agriculture,7149.0,Anantapur,1331.66
86640,2017-04-06,20.1,Sandy,145.9,92.4,5.41,20.65,Industrial,30137.0,Visakhapatnam,778.74
88703,2017-04-06,27.0,Loamy,149.3,50.1,5.38,6.02,Agriculture,35622.0,Anantapur,324.54
69140,2017-04-06,41.3,Loamy,119.3,27.4,5.19,21.58,Residential,15776.0,Anantapur,1458.67
74979,2017-04-07,24.7,Clay,141.7,33.9,13.63,9.13,Forest,1577.0,East Godavari,418.27
29447,2017-04-08,42.6,Loamy,167.3,23.4,10.48,16.72,Forest,39814.0,Chittoor,1360.48
92558,2017-04-09,37.7,Silty,293.2,62.3,14.25,29.58,Agriculture,20426.0,East Godavari,611.45
66107,2017-04-09,20.1,Clay,65.6,61.4,6.77,28.95,Agriculture,38472.0,Anantapur,862.24
56131,2017-04-10,32.4,Loamy,149.1,72.8,3.14,15.91,Forest,22870.0,Guntur,1219.12
28520,2017-04-10,26.2,Sandy,68.1,87.3,5.45,12.76,Agriculture,11536.0,Krishna,955.78
95128,2017-04-10,28.3,Loamy,233.9,67.4,3.58,7.01,Forest,29461.0,Guntur,1014.34
88276,2017-04-10,33.8,Peaty,261.2,59.1,8.52,29.43,Forest,36284.0,Srikakulam,797.46
81672,2017-04-11,27.3,Clay,65.5,96.8,4.11,27.77,Forest,38800.0,Nellore,514.03
45924,2017-04-11,34.5,Silty,18.3,57.8,2.8,10.05,Forest,22095.0,Kurnool,1362.81
28843,2017-04-12,39.0,Clay,191.4,27.7,2.22,6.29,Residential,27736.0,Kurnool,1412.06
80630,2017-04-12,38.5,Clay,257.0,89.6,2.96,24.78,Residential,11212.0,Anantapur,1102.4
61241,2017-04-12,29.7,Loamy,206.9,36.4,6.3,2.2,Industrial,21435.0,Nellore,1368.75
58684,2017-04-12,36.0,Silty,120.4,88.0,6.61,22.82,Residential,33556.0,Visakhapatnam,1387.67
73163,2017-04-13,21.0,Peaty,224.3,24.6,12.78,4.04,Industrial,34062.0,Anantapur,1406.88
80369,2017-04-14,37.5,Loamy,163.2,77.8,6.01,22.34,Agriculture,1889.0,Nellore,797.06
22966,2017-04-14,35.5,Silty,232.2,27.2,11.65,7.07,Industrial,33839.0,East Godavari,375.41
64199,2017-04-14,30.7,Sandy,254.9,25.9,2.66,2.24,Agriculture,46148.0,Guntur,173.77
45269,2017-04-15,23.9,Loamy,130.9,25.6,3.79,17.5,Industrial,32233.0,Krishna,973.09
53498,2017-04-15,26.6,Sandy,281.3,58.8,9.94,29.08,Industrial,33405.0,Kurnool,1452.79
28144,2017-04-15,31.0,Peaty,85.2,67.3,14.01,22.45,Residential,43665.0,Anantapur,893.68
44900,2017-04-16,31.0,Loamy,222.0,70.4,13.46,4.1,Industrial,23533.0,Anantapur,1101.88
